;;;;;;;;;;;;Variables WORLD CLIM;;;;;;;;;;;;;;;;;;
code;base;gbifID;year;dateIdentified;espece;country;lon;lat;posi;studied;altitude;bio_1;bio_2;bio_3;bio_4;bio_5;bio_6;bio_7;bio_8;bio_9;bio_10;bio_11;bio_12;bio_13;bio_14;bio_15;bio_16;bio_17;bio_18;bio_19
gbif1069;1069;617625590;NA;NA;Convolvulus lanuginosus;Spain;0,5;41,07;c;n;347;147;99;37;5846;292;25;267;149;224;225;79;534;66;17;33;178;95;113;111
gbif1265;1265;144824843;NA;NA;Convolvulus lanuginosus;Spain;0,86;40,99;c;n;385;146;88;35;5501;277;32;245;152;218;220;81;617;80;18;33;211;105;129;135
gbif1248;1248;616483011;NA;1901-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;0,38;40,98;c;n;414;144;98;37;5777;287;23;264;147;221;221;78;539;66;17;33;180;96;114;112
gbif1267;1267;199132016;NA;NA;Convolvulus lanuginosus;Spain;0,83333;40,91667;c;n;13;167;88;36;5300;293;54;239;171;237;239;107;547;86;15;42;212;91;127;106
gbif9341;9341;616503770;NA;NA;Convolvulus lanuginosus;Spain;0,74;40,89;c;n;142;161;91;36;5425;291;45;246;164;232;234;99;569;84;15;39;212;92;124;117
gbif7562;7562;617574808;NA;1990-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;0,26;40,88;c;n;581;135;96;36;5751;276;16;260;139;211;212;68;557;67;20;30;182;104;119;114
gbif10731;10731;617848964;NA;1989-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;0,39;40,8;c;n;433;145;95;37;5610;282;26;256;147;219;220;81;566;73;17;33;195;98;119;119
gbif2591;2591;997570680;1992;NA;Convolvulus lanuginosus;Spain;0,04;40,79;c;n;664;129;95;36;5786;269;11;258;134;66;206;61;531;66;21;30;172;102;116;104
gbif11011;11011;616482786;NA;1992-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;0,15;40,79;c;n;744;125;94;36;5723;265;9;256;130;63;202;58;567;69;23;29;181;111;122;114
gbif18111;18111;616481696;NA;1989-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;0,27;40,79;c;n;1019;110;91;36;5745;249;-3;252;116;186;187;43;651;77;28;26;200;131;139;134
gbif13531;13531;617581876;NA;2001-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;0,27;40,7;c;n;933;116;91;36;5728;254;2;252;122;192;193;49;634;74;26;27;200;124;135;131
bdd1566;cl1166;58349;1996;19960324;Convolvulus lanuginosus;Spain;0,19794;40,62586;c;n;729;128;92;36;5650;264;13;251;133;203;204;63;580;70;22;30;191;109;124;119
gbif1450;1450;617859939;NA;2000-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;0,28;40,61;c;n;315;152;93;37;5483;286;36;250;155;225;227;91;534;73;16;36;192;90;114;111
gbif18101;18101;616478858;NA;1991-12-31T23:00:00.000+0000;Convolvulus lanuginosus;Spain;0,16;40,61;c;n;827;122;91;36;5685;259;8;251;128;198;199;56;593;70;24;28;191;114;127;121
bdd1560;cl1160;58245;1996;19960324;Convolvulus lanuginosus;Spain;0,33072;40,55695;c;n;186;160;92;37;5358;290;44;246;163;231;233;100;529;76;15;37;196;86;114;110
gbif13611;13611;617285437;NA;NA;Convolvulus lanuginosus;Spain;0,4;40,53;c;n;114;165;91;37;5305;292;49;243;168;235;236;105;528;78;14;39;200;84;115;99
gbif2341;2341;895239186;1993;NA;Convolvulus lanuginosus;Spain;0,11;40,48;c;n;605;136;91;36;5577;270;22;248;142;210;211;71;550;69;20;32;188;99;118;113
bdd1563;cl1163;58134;1996;19960323;Convolvulus lanuginosus;Spain;0,40464;40,47756;c;n;60;168;90;37;5243;293;54;239;171;237;239;109;515;78;13;41;198;80;112;96
bdd1845;cl1417;1236049;2011;20110412;Convolvulus lanuginosus;Spain;0,20735;40,44716;c;n;483;144;90;36;5495;275;30;245;149;216;218;81;547;72;18;33;192;94;116;115
bdd1846;cl1418;1236049;2011;20110412;Convolvulus lanuginosus;Spain;0,20543;40,44589;c;n;483;144;90;36;5495;275;30;245;149;216;218;81;547;72;18;33;192;94;116;115
bdd1556;cl1157;57819;1996;19960323;Convolvulus lanuginosus;Spain;0,19515;40,40961;c;n;556;139;90;36;5497;271;26;245;145;212;214;76;559;73;19;32;195;97;118;117
gbif2881;2881;895211009;1989;NA;Convolvulus lanuginosus;Spain;0,35;40,4;c;n;70;167;89;37;5244;292;54;238;172;236;238;108;507;77;13;40;197;78;110;107
bdd1550;cl1151;722939;2002;20020421;Convolvulus lanuginosus;Spain;0,04252;40,3968;c;n;443;146;90;36;5489;277;32;245;152;218;220;82;513;68;18;34;182;89;110;105
gbif12081;12081;187965774;NA;1996-03-22T23:00:00.000+0000;Convolvulus lanuginosus;Spain;0,23136;40,39178;c;n;351;152;89;36;5389;280;39;241;157;223;225;90;531;74;16;36;194;87;112;111
gbif1663;1663;862644153;NA;2002-04-20T22:00:00.000+0000;Convolvulus lanuginosus;Spain;0,11368;40,3889;c;n;338;152;89;36;5449;281;39;242;158;224;226;89;508;70;16;35;185;85;109;105
bdd1552;cl1153;722938;2002;20020421;Convolvulus lanuginosus;Spain;0,06645;40,3884;c;n;506;142;90;36;5521;275;29;246;148;215;217;78;523;69;19;33;184;92;112;107
gbif12271;12271;862644163;NA;2002-04-20T22:00:00.000+0000;Convolvulus lanuginosus;Spain;0,02743;40,38616;c;n;483;143;90;36;5537;276;30;246;149;217;218;79;515;68;18;33;181;90;110;106
bdd2469;cl198;688708;2002;20020416;Convolvulus lanuginosus;Spain;0,32714;40,34969;c;n;366;151;88;36;5366;279;38;241;157;222;224;90;550;77;16;36;202;88;116;118
bdd2447;cl196;704205;2001;20010301;Convolvulus lanuginosus;Spain;0,31538;40,34942;c;n;304;155;88;36;5325;282;43;239;160;225;227;94;538;77;16;37;200;86;114;115
bdd1737;cl132;715801;1991;19910615;Convolvulus lanuginosus;Spain;0,02295;40,30623;c;n;875;122;90;36;5671;257;9;248;129;197;198;56;587;70;24;28;193;111;125;121
gbif1406;1406;862635023;NA;1980-05-13T22:00:00.000+0000;Convolvulus lanuginosus;Spain;0,23504;40,30179;c;n;146;163;88;37;5268;288;51;237;170;232;235;102;498;74;14;39;191;76;106;106
bdd1554;cl1155;713880;1980;19800614;Convolvulus lanuginosus;Spain;0,18787;40,30135;c;n;374;151;88;36;5387;279;39;240;157;222;224;89;527;73;17;35;193;86;112;112
gbif2022;2022;30300390;1995;NA;Convolvulus lanuginosus;Spain;0,25;40,3;c;n;245;158;88;36;5330;284;45;239;164;228;230;96;517;75;15;37;195;81;110;110
gbif1662;1662;862636860;NA;1991-06-14T22:00:00.000+0000;Convolvulus lanuginosus;Spain;0,02939;40,29618;c;n;756;129;89;36;5601;263;17;246;136;203;205;64;566;70;22;29;191;104;121;117
gbif2499;2499;187965758;NA;1994-10-01T23:00:00.000+0000;Convolvulus lanuginosus;Spain;-0,02939;40,29618;c;n;636;135;90;36;5567;268;22;246;142;209;210;70;534;68;20;31;184;96;114;109
bdd1537;cl114;714342;1984;19840715;Convolvulus lanuginosus;Spain;-0,19048;40,23836;c;n;501;143;89;36;5544;275;30;245;150;216;217;77;484;64;19;33;171;86;104;97
gbif705;705;895263961;NA;NA;Convolvulus lanuginosus;Spain;-0,36;40,22;c;n;1319;96;93;36;5917;241;-15;256;110;28;177;28;629;76;32;24;194;125;136;125
gbif373;373;895268925;1984;NA;Convolvulus lanuginosus;Spain;-0,24;40,21;c;n;678;133;90;36;5664;268;20;248;141;208;209;66;508;64;21;30;173;95;110;101
bdd2181;cl172;320251;2007;20070604;Convolvulus lanuginosus;Spain;-0,41532;40,19856;c;n;659;133;91;36;5723;270;20;250;141;65;210;65;476;59;21;31;160;91;104;91
bdd2515;cl202;320930;2007;20070606;Convolvulus lanuginosus;Spain;-0,38011;40,19777;c;n;954;117;92;36;5841;258;3;255;124;48;195;48;537;65;25;28;171;104;117;104
bdd2203;cl174;320252;2007;20070604;Convolvulus lanuginosus;Spain;-0,40427;40,1803;c;n;731;130;91;36;5735;266;16;250;137;62;206;62;490;60;22;30;163;94;107;94
gbif2670;2670;617549133;NA;NA;Convolvulus lanuginosus;Spain;0,18;40,16;c;n;-1;172;86;37;5147;293;61;232;180;239;241;111;461;72;12;42;185;66;98;100
bdd1902;cl1469;516710;1994;1994;Convolvulus lanuginosus;Spain;-0,4415;40,12708;c;n;877;121;92;36;5818;261;8;253;129;53;200;53;514;62;24;29;166;99;112;99
bdd1514;cl1119;776949;2001;20011027;Convolvulus lanuginosus;Spain;-0,38356;40,10777;c;n;611;137;91;36;5658;272;24;248;145;211;213;70;479;62;20;32;166;88;103;94
bdd1495;cl1101;1406265;2011;20111203;Convolvulus lanuginosus;Spain;-0,59489;40,10334;c;n;632;135;93;36;5794;273;21;252;142;66;212;66;449;56;20;31;151;84;98;84
bdd1496;cl1102;1406266;2011;20111203;Convolvulus lanuginosus;Spain;-0,58317;40,1031;c;n;606;137;92;36;5744;274;23;251;145;68;213;68;448;57;19;31;152;85;97;85
gbif11111;11111;217954783;NA;NA;Convolvulus lanuginosus;Spain;-0,1;40,1;c;n;308;154;87;36;5340;280;44;236;163;224;226;90;473;68;16;36;178;75;100;101
bdd1511;cl1116;59659;1996;19960602;Convolvulus lanuginosus;Spain;-0,38391;40,09877;c;n;627;136;91;36;5698;272;23;249;144;211;213;69;480;62;20;31;166;89;103;94
bdd1521;cl1125;1406271;2012;20120606;Convolvulus lanuginosus;Spain;-0,29051;40,08761;c;n;576;139;90;36;5592;272;28;244;148;213;215;73;490;65;19;33;173;86;104;99
bdd1527;cl1130;1406275;2012;20120606;Convolvulus lanuginosus;Spain;-0,2788;40,08734;c;n;430;147;89;36;5485;277;36;241;156;219;221;82;467;65;17;35;171;79;99;95
bdd1501;cl1107;768509;2010;20100403;Convolvulus lanuginosus;Spain;-0,51349;40,08361;c;n;623;136;92;36;5708;272;23;249;144;211;213;68;462;59;20;31;158;87;100;89
gbif2062;2062;616652214;NA;NA;Convolvulus lanuginosus;Spain;-0,41;40,08;c;n;593;138;91;36;5641;273;26;247;147;212;214;71;471;62;19;32;164;86;101;93
bdd1525;cl1129;1406274;2012;20120606;Convolvulus lanuginosus;Spain;-0,27915;40,07834;c;n;393;149;88;36;5424;278;39;239;158;220;222;85;460;65;17;35;169;77;97;94
bdd1498;cl1104;860021;2010;20100903;Convolvulus lanuginosus;Spain;-0,52554;40,07486;c;n;506;143;92;37;5601;277;30;247;151;217;218;76;441;59;18;33;155;80;94;85
bdd1500;cl1106;900669;2010;20100403;Convolvulus lanuginosus;Spain;-0,51382;40,07461;c;n;476;145;91;36;5611;278;32;246;153;218;220;78;438;59;18;33;155;79;94;85
bdd1502;cl1108;900674;2010;20100403;Convolvulus lanuginosus;Spain;-0,5021;40,07435;c;n;433;147;91;37;5595;279;35;244;155;220;221;80;435;60;17;33;156;77;93;85
gbif2971;2971;895221149;1989;NA;Convolvulus lanuginosus;Spain;-0,567;40,071;c;n;809;126;93;36;5903;267;11;256;134;56;205;56;484;58;22;29;157;92;105;92
bdd1524;cl1128;1406273;2012;20120606;Convolvulus lanuginosus;Spain;-0,27951;40,06934;c;n;349;152;88;36;5413;280;42;238;161;223;225;87;455;65;16;36;169;75;96;94
bdd1766;cl1346;613986;1989;19890603;Convolvulus lanuginosus;Spain;-0,57273;40,06685;c;n;809;126;93;36;5903;267;11;256;134;56;205;56;484;58;22;29;157;92;105;92
bdd1497;cl1103;805824;2010;20100403;Convolvulus lanuginosus;Spain;-0,52586;40,06586;c;n;523;142;92;37;5639;277;29;248;150;217;217;75;444;59;18;32;155;81;95;87
bdd1499;cl1105;805827;2010;20100403;Convolvulus lanuginosus;Spain;-0,51415;40,06561;c;n;440;146;91;37;5590;279;34;245;155;219;221;79;435;60;17;33;156;77;93;85
bdd1503;cl1109;1117626;2011;20110108;Convolvulus lanuginosus;Spain;-0,46729;40,06459;c;n;381;150;90;36;5574;281;37;244;159;223;224;83;431;61;16;35;157;74;91;86
bdd1505;cl1110;1117627;2011;20110108;Convolvulus lanuginosus;Spain;-0,45557;40,06433;c;n;436;147;90;36;5562;279;35;244;156;220;221;80;440;61;17;34;159;77;94;87
bdd1506;cl1111;1117628;2011;20110108;Convolvulus lanuginosus;Spain;-0,44386;40,06407;c;n;441;147;90;36;5559;279;35;244;156;220;221;80;444;61;17;33;159;77;94;88
bdd1592;cl119;97428;1998;19980910;Convolvulus lanuginosus;Spain;0,02185;40,063;c;n;238;159;85;36;5251;282;49;233;168;227;229;96;479;71;15;39;185;72;100;104
bdd1523;cl1127;1406272;2012;20120606;Convolvulus lanuginosus;Spain;-0,27987;40,06034;c;n;335;153;88;36;5389;280;42;238;162;223;225;88;454;65;16;36;169;74;96;94
bdd1529;cl1132;1406276;2012;20120606;Convolvulus lanuginosus;Spain;-0,26816;40,06006;c;n;335;153;88;36;5386;280;42;238;162;223;225;88;454;65;16;36;169;74;96;94
bdd1507;cl1112;1139095;2011;20110108;Convolvulus lanuginosus;Spain;-0,40906;40,05429;c;n;419;148;90;37;5532;279;37;242;156;221;222;82;447;62;17;34;162;77;95;90
bdd1491;cl1099;550319;2003;20030631;Convolvulus lanuginosus;Spain;-1,24145;40,05191;c;n;853;122;103;37;6288;277;1;276;141;47;207;47;426;57;21;31;144;75;94;75
bdd1510;cl1115;1139853;2011;20110108;Convolvulus lanuginosus;Spain;-0,38598;40,04477;c;n;405;149;89;36;5481;279;38;241;158;220;222;83;449;63;17;34;164;76;95;91
gbif2821;2821;895184788;1990;NA;Convolvulus lanuginosus;Spain;-0,48;40,04;c;n;561;140;91;36;5649;275;28;247;149;214;216;73;459;61;19;32;161;84;99;90
bdd1489;cl1097;485203;1995;19950608;Convolvulus lanuginosus;Spain;-1,3825;40,03595;c;n;1166;105;107;37;6328;267;-17;284;123;30;190;30;505;67;26;27;171;96;112;96
bdd1509;cl1114;1139429;2011;20110108;Convolvulus lanuginosus;Spain;-0,38632;40,03577;c;n;668;134;91;36;5690;270;22;248;143;210;211;67;491;63;20;31;169;90;105;97
bdd1548;cl115;717787;1996;19960405;Convolvulus lanuginosus;Spain;-0,01132;40,0357;c;n;58;168;84;36;5187;288;59;229;178;235;237;105;441;68;13;42;176;62;92;97
bdd1516;cl1120;1139430;2011;20110108;Convolvulus lanuginosus;Spain;-0,37461;40,0355;c;n;354;151;89;36;5472;281;40;241;161;223;225;86;445;64;16;35;165;73;93;91
bdd1909;cl1475;72603;1994;1994;Convolvulus lanuginosus;Spain;-0,35119;40,03497;c;n;282;155;88;36;5407;283;45;238;165;226;228;90;435;64;15;37;164;69;91;90
gbif17611;17611;187966012;NA;1998-09-09T22:00:00.000+0000;Convolvulus lanuginosus;Spain;0,03521;40,0262;c;n;2;171;84;36;5161;291;62;229;181;238;240;109;442;69;12;43;179;61;92;97
bdd1703;cl129;46963;1996;19960615;Convolvulus lanuginosus;Spain;-0,35154;40,02597;c;n;259;157;88;36;5401;284;46;238;166;227;229;92;433;64;15;37;164;69;91;90
bdd1517;cl1121;840777;2010;20100220;Convolvulus lanuginosus;Spain;-0,33983;40,0257;c;n;245;157;88;37;5348;283;47;236;167;227;229;93;433;65;15;37;165;69;91;90
bdd1532;cl1135;948941;2007;20071202;Convolvulus lanuginosus;Spain;-0,24619;40,02351;c;n;180;161;86;36;5292;286;52;234;172;230;233;98;435;66;14;39;169;65;90;93
bdd1538;cl1140;957016;2007;20071202;Convolvulus lanuginosus;Spain;-0,23448;40,02323;c;n;164;162;86;37;5276;285;53;232;173;230;233;99;434;66;14;39;169;65;90;92
bdd1530;cl1133;956990;2007;20071202;Convolvulus lanuginosus;Spain;-0,25825;40,01479;c;n;175;162;86;37;5263;285;53;232;172;229;232;98;434;66;14;39;169;65;90;93
bdd1536;cl1139;957010;2007;20071202;Convolvulus lanuginosus;Spain;-0,23484;40,01423;c;n;149;163;86;37;5217;286;54;232;173;230;233;100;431;66;14;40;169;64;90;92
bdd1581;cl118;97355;1998;19980901;Convolvulus lanuginosus;Spain;-0,11781;40,01138;c;n;147;164;84;36;5216;285;55;230;174;231;234;101;445;68;14;39;175;66;93;96
gbif16901;16901;617240780;NA;NA;Convolvulus lanuginosus;Spain;-1,71;40,01;c;n;1206;104;115;38;6415;275;-24;299;122;189;190;27;537;70;25;26;177;101;111;113
bdd1534;cl1137;722941;2002;20021127;Convolvulus lanuginosus;Spain;-0,23521;40,00523;c;n;179;162;86;37;5254;285;53;232;172;229;232;98;436;67;14;39;170;65;90;93
bdd1539;cl1141;788465;2002;20021127;Convolvulus lanuginosus;Spain;-0,2235;40,00495;c;n;161;163;85;36;5233;285;54;231;173;230;233;100;435;67;14;39;170;65;90;93
bdd1531;cl1134;814567;2002;20021127;Convolvulus lanuginosus;Spain;-0,24727;39,99651;c;n;244;158;86;36;5311;283;49;234;168;227;230;94;447;67;15;38;172;68;93;95
bdd1533;cl1136;827819;2002;20021127;Convolvulus lanuginosus;Spain;-0,23557;39,99623;c;n;178;162;86;37;5231;285;53;232;173;229;232;98;436;67;14;39;170;65;90;93
gbif1907;1907;617897798;NA;NA;Convolvulus lanuginosus;Spain;-0,42;39,99;c;n;704;133;92;37;5671;269;21;248;142;207;209;66;496;63;21;30;169;92;105;99
bdd1519;cl1123;877147;2010;20100220;Convolvulus lanuginosus;Spain;-0,30613;39,98889;c;n;319;154;88;37;5387;281;44;237;164;224;226;89;452;66;16;36;170;72;94;95
bdd1520;cl1124;877148;2010;20100220;Convolvulus lanuginosus;Spain;-0,29443;39,98862;c;n;327;154;87;36;5367;281;44;237;163;224;226;90;454;67;16;37;172;72;95;95
bdd1522;cl1126;1108405;2011;20110108;Convolvulus lanuginosus;Spain;-0,28273;39,98834;c;n;240;158;87;37;5299;283;49;234;168;227;229;94;442;67;15;38;170;68;92;94
bdd1528;cl1131;1108406;2011;20110108;Convolvulus lanuginosus;Spain;-0,27103;39,98807;c;n;225;159;86;36;5308;284;50;234;169;228;230;95;441;67;15;38;170;68;92;93
bdd1901;cl1468;515806;1994;1994;Convolvulus lanuginosus;Spain;-0,42348;39,98255;c;n;652;136;92;37;5642;271;24;247;145;210;212;69;487;64;20;31;170;88;103;97
bdd1436;cl1049;897651;2001;20010930;Convolvulus lanuginosus;Spain;-0,31818;39,98016;c;n;403;150;88;36;5426;278;39;239;160;220;223;85;464;66;17;35;171;76;97;97
gbif14511;14511;617994582;NA;NA;Convolvulus lanuginosus;Spain;-0,07;39,98;c;n;53;169;83;36;5104;287;61;226;180;234;237;106;434;68;13;42;175;60;90;96
bdd1441;cl1053;896524;2001;20010930;Convolvulus lanuginosus;Spain;-0,30649;39,97989;c;n;291;155;87;37;5317;281;46;235;165;225;227;91;448;67;15;37;170;70;93;95
bdd1444;cl1056;752183;2001;20010930;Convolvulus lanuginosus;Spain;-0,29479;39,97962;c;n;242;158;87;37;5306;283;49;234;168;227;230;94;442;67;15;38;170;68;92;94
bdd1450;cl1061;1117243;2011;20110108;Convolvulus lanuginosus;Spain;-0,28309;39,97934;c;n;250;158;87;37;5299;283;49;234;167;226;229;94;445;67;15;37;171;68;92;95
bdd3707;cl954;713877;1980;19801126;Convolvulus lanuginosus;Spain;-0,58793;39,96807;c;n;743;130;94;37;5783;271;17;254;138;207;208;62;477;59;21;30;160;91;102;92
bdd2880;cl2349;1000644;NA;NA;Convolvulus lanuginosus;Spain;-1,67684;39,96761;c;n;1042;113;115;38;6389;283;-14;297;132;198;199;36;493;64;22;27;162;92;99;103
bdd3676;cl926;1108766;2011;20110606;Convolvulus lanuginosus;Spain;-0,64705;39,95127;c;n;791;128;95;37;5874;270;14;256;136;59;207;59;477;58;21;30;157;91;102;91
gbif8931;8931;862761741;NA;2010-05-08T22:00:00.000+0000;Convolvulus lanuginosus;Spain;-0,60039;39,94963;c;n;680;134;94;37;5759;273;20;253;143;210;211;65;465;59;20;30;158;87;99;91
bdd1401;cl1017;755401;2001;20010121;Convolvulus lanuginosus;Spain;-0,43653;39,94681;c;n;754;130;92;36;5697;268;18;250;139;206;207;63;506;64;21;29;172;93;107;102
gbif2951;2951;895183345;1989;NA;Convolvulus lanuginosus;Spain;-0,25;39,94;c;n;313;155;87;37;5342;281;46;235;165;224;227;91;463;69;16;37;177;71;96;99
bdd1405;cl1020;720676;2001;20010121;Convolvulus lanuginosus;Spain;-0,42517;39,93755;c;n;889;123;93;36;5801;264;10;254;132;200;202;55;531;64;23;28;175;101;112;107
bdd1659;cl125;40930;1993;19930606;Convolvulus lanuginosus;Spain;-0,49566;39,93008;c;n;602;139;92;37;5635;274;26;248;147;213;214;72;472;63;19;31;165;84;99;95
bdd3144;cl447;965448;2010;20100609;Convolvulus lanuginosus;Spain;-0,69474;39,92521;c;n;875;123;96;37;5965;268;9;259;132;53;204;53;489;58;22;29;157;93;104;93
bdd3159;cl460;839292;2010;20100609;Convolvulus lanuginosus;Spain;-0,67136;39,92474;c;n;691;133;95;37;5816;274;19;255;141;211;211;64;461;58;20;30;155;88;98;89
bdd3666;cl917;839309;2010;20100609;Convolvulus lanuginosus;Spain;-0,65967;39,9245;c;n;697;133;95;37;5791;273;20;253;142;210;211;64;464;58;20;30;156;88;98;90
bdd3675;cl925;950932;2010;20100609;Convolvulus lanuginosus;Spain;-0,64797;39,92427;c;n;723;132;94;36;5842;273;17;256;141;209;210;62;470;59;20;30;158;89;100;91
bdd3687;cl936;753444;2010;20100609;Convolvulus lanuginosus;Spain;-0,63628;39,92403;c;n;698;133;94;37;5786;273;19;254;141;210;211;64;466;59;20;30;157;88;98;91
bdd3699;cl947;964784;2010;20100609;Convolvulus lanuginosus;Spain;-0,6129;39,92355;c;n;662;135;94;37;5758;274;22;252;144;211;212;66;465;60;19;31;159;86;98;91
bdd3705;cl952;965940;2010;20100609;Convolvulus lanuginosus;Spain;-0,6012;39,92331;c;n;599;139;93;37;5731;276;25;251;147;215;216;70;456;60;19;31;158;83;96;90
bdd3741;cl985;894599;1996;19960612;Convolvulus lanuginosus;Spain;-0,51937;39,92158;c;n;472;146;91;37;5568;279;34;245;155;219;221;79;451;63;17;33;163;77;94;91
bdd3744;cl988;935343;1996;19960612;Convolvulus lanuginosus;Spain;-0,50768;39,92133;c;n;536;143;92;37;5594;277;30;247;152;216;218;76;462;63;18;33;165;80;97;93
gbif4741;4741;318108302;1974;NA;Convolvulus lanuginosus;Spain;-1,83;39,92;c;n;968;118;118;38;6422;292;-12;304;101;203;204;40;489;62;19;27;160;85;92;108
bdd3148;cl450;965450;2010;20100609;Convolvulus lanuginosus;Spain;-0,68335;39,91597;c;n;759;130;95;37;5862;272;16;256;138;61;209;61;471;58;21;29;156;90;100;90
bdd1648;cl124;46186;1996;19960626;Convolvulus lanuginosus;Spain;-0,6249;39,91479;c;n;580;140;94;37;5726;277;26;251;149;215;217;71;450;60;18;32;157;81;95;88
bdd3698;cl946;841344;2010;20100609;Convolvulus lanuginosus;Spain;-0,61321;39,91455;c;n;556;141;93;37;5673;278;28;250;151;216;218;74;448;60;18;32;157;80;94;88
bdd3704;cl951;861154;1994;19941012;Convolvulus lanuginosus;Spain;-0,60152;39,9143;c;n;571;141;93;37;5699;277;27;250;150;216;217;72;454;61;18;32;159;81;95;90
bdd3706;cl953;861157;1994;19941012;Convolvulus lanuginosus;Spain;-0,58983;39,91406;c;n;555;141;93;37;5676;278;28;250;150;216;218;74;453;61;18;32;159;80;94;90
bdd3710;cl957;861161;1994;19941012;Convolvulus lanuginosus;Spain;-0,57814;39,91382;c;n;482;145;92;37;5625;280;33;247;155;219;221;78;444;62;17;33;160;76;92;88
bdd3720;cl966;914109;2010;20100214;Convolvulus lanuginosus;Spain;-0,54307;39,91308;c;n;472;146;92;37;5590;280;34;246;155;219;221;79;449;63;17;33;161;77;93;91
bdd3729;cl974;882951;2010;20100214;Convolvulus lanuginosus;Spain;-0,53138;39,91283;c;n;467;146;92;37;5561;280;34;246;156;219;221;80;449;63;17;33;161;77;93;91
bdd3738;cl982;59066;1996;19960612;Convolvulus lanuginosus;Spain;-0,51969;39,91258;c;n;484;145;92;37;5577;279;33;246;155;218;220;79;452;63;17;33;163;77;94;92
bdd1515;cl112;717788;1996;19960626;Convolvulus lanuginosus;Spain;-0,70704;39,90743;c;n;698;133;95;36;5852;275;18;257;142;211;211;63;461;58;20;30;154;88;97;89
bdd3703;cl950;861153;2009;20091226;Convolvulus lanuginosus;Spain;-0,60183;39,9053;c;n;536;142;93;37;5662;279;29;250;152;217;219;75;448;61;18;32;159;79;94;89
bdd1486;cl1094;729872;2007;20070422;Convolvulus lanuginosus;Spain;-0,18077;39,90483;c;n;66;169;84;37;5104;288;62;226;180;234;237;107;432;69;13;41;174;60;88;96
bdd3709;cl956;861159;2009;20091226;Convolvulus lanuginosus;Spain;-0,57846;39,90482;c;n;603;139;93;37;5686;276;26;250;148;214;215;71;463;61;19;31;161;83;97;92
bdd3719;cl965;914104;2010;20100214;Convolvulus lanuginosus;Spain;-0,54339;39,90408;c;n;465;146;92;37;5587;280;34;246;156;220;221;80;447;63;17;33;161;75;92;91
bdd3728;cl973;950587;2010;20100214;Convolvulus lanuginosus;Spain;-0,5317;39,90383;c;n;435;148;91;37;5511;280;37;243;157;220;222;82;445;64;17;34;162;75;92;91
bdd3737;cl981;971986;2010;20100214;Convolvulus lanuginosus;Spain;-0,52002;39,90358;c;n;432;148;91;37;5510;280;37;243;158;220;222;82;446;64;17;34;163;75;92;91
